timestamp,TimeUS,C,Roll,Pitch,Yaw,VN,VE,VD,dPD,PN,PE,PD,GX,GY,GZ,OH
1741646234.81999302,71928781,1,0.07,0.05,0.74,-0.017289135605096817,0.018477629870176315,-0.0005578440614044666,-3.165377347613685e-05,-0.01482531800866127,0.015057031996548176,-0.0008604894392192364,0.04,0.04,-0.03,584.16
1741646234.83998609,71948774,0,0.07,0.05,0.74,-0.017236769199371338,0.016739970073103905,1.4201114026946016e-05,-4.0019789594225585e-05,-0.014794863760471344,0.014284161850810051,0.0001400668261339888,0.04,0.04,-0.03,584.16
1741646234.83998609,71948774,1,0.07,0.05,0.74,-0.017399966716766357,0.018661387264728546,-0.0005339875351637602,-2.9032811653451063e-05,-0.015002796426415443,0.015256611630320549,-0.0008662272011861205,0.04,0.04,-0.03,584.16
1741646234.87997293,71988761,0,0.07,0.05,0.74,-0.017032692208886147,0.01652415283024311,3.150491829728708e-05,-1.4599569112760946e-05,-0.014602212235331535,0.014102448709309101,0.00013867809320800006,0.04,0.04,-0.03,584.16
1741646234.87997293,71988761,1,0.07,0.05,0.74,-0.017420724034309387,0.018684133887290955,-0.0005635455017909408,-0.00010869772813748568,-0.015088032931089401,0.015382397919893265,-0.0008719267207197845,0.04,0.04,-0.03,584.16
1741646234.91995907,72028747,0,0.07,0.05,0.74,-0.016824569553136826,0.016361866146326065,3.832095899269916e-05,-7.139596164051909e-06,-0.014507611282169819,0.0140158049762249,0.00013794006372336298,0.04,0.04,-0.03,584.16
1741646234.91995907,72028747,1,0.07,0.05,0.74,-0.017019396647810936,0.018220359459519386,-0.0005035249632783234,-5.1227951189503074e-05,-0.014724313281476498,0.01504827942699194,-0.0008667435613460839,0.04,0.04,-0.03,584.16
1741646234.95994592,72068734,0,0.07,0.05,0.74,-0.016704509034752846,0.0162615105509758,4.977098433300853e-05,4.931869625579566e-06,-0.014496739022433758,0.014010464772582054,0.0001381442998535931,0.04,0.04,-0.03,584.16
1741646234.95994592,72068734,1,0.07,0.05,0.74,-0.016881991177797318,0.018090302124619484,-0.0004889487754553556,-3.26499248330947e-05,-0.014710735529661179,0.01506788283586502,-0.0008700009202584624,0.04,0.04,-0.03,584.16
1741646234.99993205,72108720,0,0.07,0.05,0.74,-0.01663988269865513,0.016221895813941956,5.551712092710659e-05,1.377218995912699e-05,-0.014562324620783329,0.014079426415264606,0.00013906494132243097,0.04,0.04,-0.03,584.16
1741646234.99993205,72108720,1,0.07,0.05,0.74,-0.016790049150586128,0.018081102520227432,-0.0005307599785737693,-9.099748422158882e-05,-0.014774459414184093,0.015167701989412308,-0.000875922734849155,0.04,0.04,-0.03,584.16
1741646235.01992607,72128714,0,0.07,0.05,0.74,-0.01655532605946064,0.016112444922327995,2.2857189833302982e-05,-1.6458669051644392e-05,-0.01453495491296053,0.014055765233933926,0.00013889576075598598,0.04,0.04,-0.03,584.16
1741646235.01992607,72128714,1,0.07,0.05,0.73,-0.016670672222971916,0.0179910846054554,-0.0004469343984965235,-2.6879561119130813e-05,-0.014744393527507782,0.01515388023108244,-0.0008766611572355032,0.04,0.04,-0.03,584.16
1741646235.03991890,72148707,0,0.07,0.05,0.74,-0.016638662666082382,0.016168463975191116,2.2154041289468296e-05,-1.4778336662857328e-05,-0.014698666520416737,0.014215974137187004,0.00013886942178942263,0.04,0.04,-0.03,584.16
1741646235.03991890,72148707,1,0.07,0.05,0.73,-0.016757840290665627,0.018039483577013016,-0.000414238398661837,-1.0066490176541265e-05,-0.014907166361808777,0.01533821877092123,-0.0008812698652036488,0.04,0.04,-0.03,584.16
1741646235.07990503,72188693,0,0.07,0.05,0.74,-0.016263524070382118,0.015795612707734108,3.5699729778571054e-05,4.232757419231348e-06,-0.014472149312496185,0.014000559225678444,0.0001385065697832033,0.04,0.04,-0.03,584.16
1741646235.07990503,72188693,1,0.07,0.05,0.73,-0.016600651666522026,0.01792024075984955,-0.0003296489885542542,3.605315578170121e-05,-0.01495729386806488,0.015420467592775822,-0.0008821727242320776,0.04,0.04,-0.03,584.16
1741646235.11989188,72228680,0,0.07,0.05,0.74,-0.01587524823844433,0.015399925410747528,1.8038981579593383e-05,-1.3439903341350146e-05,-0.014337694272398949,0.013872863724827766,0.00013787411444354802,0.04,0.04,-0.03,584.16
1741646235.11989188,72228680,1,0.07,0.05,0.73,-0.0158977210521698,0.017306335270404816,-0.0003640435461420566,2.221917202405166e-05,-0.014532288536429405,0.015011126175522804,-0.0008719264878891408,0.04,0.04,-0.03,584.16
1741646235.15987897,72268667,0,0.07,0.05,0.73,-0.015555489808321,0.015096690505743027,1.619256909179967e-05,-1.536799936729949e-05,-0.014274414628744125,0.013813592493534088,0.0001375581487081945,0.04,0.04,-0.03,584.16
1741646235.15987897,72268667,1,0.07,0.05,0.73,-0.015591802075505257,0.01691366359591484,-0.0003495891287457198,6.071818643249571e-05,-0.014460875652730465,0.014967142604291439,-0.0008710219990462065,0.04,0.04,-0.03,584.16
1741646235.19986510,72308653,0,0.07,0.05,0.73,-0.015293027274310589,0.014848098158836365,1.612632695469074e-05,-1.3640165889228228e-05,-0.01427510567009449,0.013816220685839653,0.00013704113371204585,0.04,0.04,-0.03,584.16
1741646235.19986510,72308653,1,0.07,0.05,0.73,-0.015266194939613342,0.01653086207807064,-0.00037389600765891373,3.1694606150267646e-05,-0.014453398995101452,0.014985421672463417,-0.0008717429009266198,0.04,0.04,-0.03,584.16
1741646235.21985793,72328646,0,0.07,0.05,0.73,-0.015113725326955318,0.01466439664363861,-5.238967332843458e-06,-3.360542905284092e-05,-0.014207955449819565,0.013752203434705734,0.0001364842610200867,0.04,0.04,-0.03,584.16
1741646235.21985793,72328646,1,0.07,0.05,0.73,-0.01505033764988184,0.016287654638290405,-0.0004022760549560189,-1.0936018043139484e-05,-0.014380556531250477,0.014920856803655624,-0.0008713132701814175,0.04,0.04,-0.03,584.16
1741646235.23985195,72348640,0,0.07,0.05,0.73,-0.015116791240870953,0.014685891568660736,-1.3301551007316448e-05,-4.037659164168872e-05,-0.014335455372929573,0.013876565732061863,0.0001360615569865331,0.04,0.04,-0.03,584.16
1741646235.23985195,72348640,1,0.07,0.05,0.73,-0.014989116229116917,0.016257697716355324,-0.00038246234180405736,-3.119109805993503e-06,-0.014503632672131062,0.0150608466938138,-0.0008750478737056255,0.04,0.04,-0.03,584.16
1741646235.27983809,72388626,0,0.07,0.05,0.73,-0.01451827958226204,0.014104698784649372,2.7986955046799267e-06,-2.0615476387320086e-05,-0.014029469341039658,0.013581790961325169,0.00013414613204076886,0.04,0.04,-0.03,584.16
1741646235.27983809,72388626,1,0.07,0.05,0.73,-0.01470415573567152,0.015918530523777008,-0.0003083509800489992,3.537463999236934e-05,-0.014468342065811157,0.015044774860143661,-0.0008755936287343502,0.04,0.04,-0.03,584.16
1741646235.31982493,72428613,0,0.07,0.05,0.73,-0.01396873313933611,0.01357368752360344,3.102868049609242e-06,-2.2914282453712076e-05,-0.013815576210618019,0.013375883921980858,0.00013273618242237717,0.04,0.04,-0.03,584.16
1741646235.31982493,72428613,1,0.07,0.05,0.73,-0.013815883547067642,0.015019533224403858,-0.00038876256439834833,-3.799180922214873e-05,-0.013956193812191486,0.01453140564262867,-0.0008679538732394576,0.04,0.04,-0.03,584.16
1741646235.35981107,72468599,0,0.07,0.05,0.73,-0.013433064334094524,0.013086938299238682,1.3108942766848486e-06,-2.707391104195267e-05,-0.013659649528563023,0.013226993381977081,0.00013188547745812684,0.04,0.04,-0.03,584.16
1741646235.35981107,72468599,1,0.07,0.05,0.73,-0.013234513811767101,0.014456565491855145,-0.00044840952614322305,-8.676139987073839e-05,-0.013784637674689293,0.014374257065355778,-0.0008722980855964124,0.04,0.04,-0.03,584.16
1741646235.39979792,72508586,0,0.07,0.05,0.73,-0.012993869371712208,0.012674815021455288,4.1569173845346086e-06,-2.4410905098193325e-05,-0.01355589646846056,0.013128773309290409,0.000131067237816751,0.04,0.04,-0.03,584.16
1741646235.39979792,72508586,1,0.07,0.05,0.73,-0.01279615517705679,0.013999555259943008,-0.00046064573689363897,-0.00011060921679018065,-0.013667712919414043,0.014271432533860207,-0.000879201281350106,0.04,0.04,-0.03,584.16
1741646235.41979098,72528579,0,0.07,0.05,0.73,-0.012705462984740734,0.01237799134105444,-1.6065741874626838e-05,-4.412698035594076e-05,-0.013429279439151287,0.013007532805204391,0.0001302750752074644,0.04,0.04,-0.03,584.16
1741646235.41979098,72528579,1,0.07,0.05,0.73,-0.012511514127254486,0.013691811822354794,-0.000472883228212595,-0.00013766737538389862,-0.013533229008316994,0.014139251783490181,-0.0008812531013973057,0.04,0.04,-0.03,584.16
