timestamp,TimeUS,C,Roll,Pitch,Yaw,VN,VE,VD,dPD,PN,PE,PD,GX,GY,GZ,OH
1741645732.14201903,71230627,0,0.07,0.06,0.61,-0.017803765833377838,0.017183374613523483,3.3268705010414124e-05,-2.3845970645197667e-05,-0.015014102682471275,0.014461526647210121,9.688056888990104e-05,0.04,0.04,-0.02,584.16
1741645732.14201903,71230627,1,0.06,0.06,0.62,-0.0180484801530838,0.016452409327030182,0.000128909494378604,-3.0369885280379094e-05,-0.015461158007383347,0.014026252552866936,0.00024212140124291182,0.04,0.04,-0.02,584.16
1741645732.18200588,71270614,0,0.07,0.06,0.61,-0.01781720295548439,0.017215387895703316,-4.560402544484532e-07,-6.000022403895855e-05,-0.015055705793201923,0.014503431506454945,9.541773761156946e-05,0.04,0.04,-0.02,584.16
1741645732.18200588,71270614,1,0.06,0.06,0.62,-0.01792950928211212,0.016388358548283577,0.00014695465506520122,-5.014072939957259e-06,-0.015246700495481491,0.013840461149811745,0.00023971358314156532,0.04,0.04,-0.02,584.16
1741645732.22299194,71311600,0,0.07,0.06,0.61,-0.017947912216186523,0.01730801723897457,-1.4733146599610336e-05,-7.10891472408548e-05,-0.015199584886431694,0.014643925242125988,9.320068784290925e-05,0.04,0.04,-0.02,584.16
1741645732.22299194,71311600,1,0.06,0.06,0.62,-0.017924394458532333,0.01646280102431774,0.00020197380217723548,5.766099275206216e-05,-0.015369560569524765,0.01396031491458416,0.00024190953990910202,0.04,0.04,-0.02,584.16
1741645732.24298501,71331593,0,0.07,0.06,0.61,-0.017974916845560074,0.017318079248070717,-2.3952081392053515e-05,-7.784710032865405e-05,-0.015208421275019646,0.01465294137597084,9.172935097012669e-05,0.04,0.04,-0.02,584.16
1741645732.24298501,71331593,1,0.06,0.06,0.62,-0.017951568588614464,0.016430554911494255,0.00020959069661330432,7.382514741038904e-05,-0.015374487265944481,0.013970592059195042,0.00024320112424902618,0.04,0.04,-0.02,584.16
1741645732.26297903,71351587,0,0.07,0.06,0.61,-0.01801712065935135,0.01735096611082554,-4.04184938815888e-05,-9.07142020878382e-05,-0.015249800868332386,0.014692960307002068,9.009417408378795e-05,0.04,0.04,-0.02,584.16
1741645732.26297903,71351587,1,0.06,0.06,0.62,-0.01804313249886036,0.016505174338817596,0.0002731351414695382,0.00014457327779382467,-0.015569045208394527,0.014150811359286308,0.0002466973091941327,0.04,0.04,-0.02,584.16
1741645732.30296493,71391573,0,0.07,0.06,0.61,-0.01789706014096737,0.01721736416220665,-2.2409709345083684e-05,-6.684268009848893e-05,-0.015102262608706951,0.014549938961863518,8.753799193073064e-05,0.04,0.04,-0.02,584.16
1741645732.30296493,71391573,1,0.06,0.06,0.62,-0.017990443855524063,0.016447866335511208,0.00028159856447018683,0.0001702380395727232,-0.015531663782894611,0.014123360626399517,0.0002537776599638164,0.04,0.04,-0.02,584.16
1741645732.34295201,71431560,0,0.07,0.06,0.61,-0.01781560108065605,0.017163829877972603,-3.756289152079262e-05,-7.728338823653758e-05,-0.015052041970193386,0.014501660130918026,8.537596295354888e-05,0.04,0.04,-0.02,584.16
1741645732.34295201,71431560,1,0.06,0.06,0.62,-0.017650771886110306,0.0161641426384449,0.0003414528910070658,0.0002438273950247094,-0.015185743570327759,0.013816583901643753,0.0002614470722619444,0.04,0.04,-0.02,584.16
1741645732.38293791,71471546,0,0.07,0.06,0.61,-0.01777738705277443,0.01713249459862709,-3.3223994250874966e-05,-6.755000504199415e-05,-0.01509090419858694,0.014539411291480064,8.261758193839341e-05,0.04,0.04,-0.02,584.16
1741645732.38293791,71471546,1,0.06,0.06,0.62,-0.017621446400880814,0.01616915687918663,0.0003656891349237412,0.00027950835647061467,-0.015209604986011982,0.013846011832356453,0.000273589335847646,0.04,0.04,-0.02,584.16
1741645732.42292500,71511533,0,0.07,0.06,0.61,-0.017818838357925415,0.01714051142334938,-3.151283453917131e-05,-6.034658872522414e-05,-0.015211880207061768,0.014654791913926601,7.993726467248052e-05,0.04,0.04,-0.02,584.16
1741645732.42292500,71511533,1,0.06,0.06,0.62,-0.017725104466080666,0.016173655167222023,0.00034374993992969394,0.0002712101268116385,-0.015318023040890694,0.013950292021036148,0.0002847794094122946,0.04,0.04,-0.02,584.16
1741645732.44291806,71531526,0,0.07,0.06,0.61,-0.01777627505362034,0.017093461006879807,-3.614160232245922e-05,-6.27099652774632e-05,-0.015215841121971607,0.014657627791166306,7.878755423007533e-05,0.04,0.04,-0.02,584.16
1741645732.44291806,71531526,1,0.06,0.06,0.62,-0.017689023166894913,0.016115324571728706,0.00035017856862396,0.0002846340066753328,-0.015315239317715168,0.013950524851679802,0.0002898789243772626,0.04,0.04,-0.02,584.16
1741645732.46291208,71551520,0,0.07,0.06,0.61,-0.017776787281036377,0.01707984134554863,-2.090289126499556e-05,-4.4781092583434656e-05,-0.015250813215970993,0.01469028927385807,7.763195026200265e-05,0.04,0.04,-0.02,584.16
1741645732.46291208,71551520,1,0.06,0.06,0.62,-0.017828501760959625,0.016201158985495567,0.0003407735493965447,0.0002805292315315455,-0.01550326868891716,0.014122783206403255,0.00029605432064272463,0.04,0.04,-0.02,584.16
1741645732.50289798,71591506,0,0.07,0.06,0.61,-0.017481524497270584,0.01679023541510105,-3.5926128475693986e-05,-5.373597741709091e-05,-0.0150890052318573,0.01453267503529787,7.587432628497481e-05,0.04,0.04,-0.02,584.16
1741645732.50289798,71591506,1,0.06,0.06,0.61,-0.017648879438638687,0.015953904017806053,0.0004048317205160856,0.0003408270131330937,-0.015455392189323902,0.01407737098634243,0.00030614412389695644,0.04,0.04,-0.02,584.16
1741645732.54288507,71631493,0,0.07,0.06,0.61,-0.01723422482609749,0.016536815091967583,-4.3219468352617696e-05,-5.522920037037693e-05,-0.015013221651315689,0.014457120560109615,7.379111048066989e-05,0.04,0.04,-0.02,584.16
1741645732.54288507,71631493,1,0.06,0.06,0.61,-0.017116311937570572,0.015482732094824314,0.00047223936417140067,0.000378616590751335,-0.015090098604559898,0.013742002658545971,0.0003153549914713949,0.04,0.04,-0.02,584.16
1741645732.58287096,71671479,0,0.07,0.06,0.61,-0.01704440452158451,0.016317978501319885,-5.407269054558128e-05,-6.143961945781484e-05,-0.015017066150903702,0.014457057230174541,7.145582640077919e-05,0.04,0.04,-0.02,584.16
1741645732.58287096,71671479,1,0.06,0.06,0.61,-0.016932537779211998,0.01535848993808031,0.00041887653060257435,0.00030196731677278876,-0.015083666890859604,0.013734504580497742,0.000328567810356617,0.04,0.04,-0.02,584.16
1741645732.62285805,71711466,0,0.07,0.06,0.61,-0.016928544268012047,0.016196874901652336,-4.8615194828016683e-05,-5.281314952298999e-05,-0.015092932619154453,0.014525659382343292,6.879857392050326e-05,0.04,0.04,-0.02,584.16
